ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
131	"ENSG00000116793"	NA	chr1	-	113726417	113726574	113726417	113726429	113738109	113738268	131	31,30,35	406,415,383	52,67,37	221,232,184	198	99	2.1593837829e-12	5.028279380181429e-11	0.037,0.035,0.044	0.105,0.126,0.091	-0.069
133	"ENSG00000258465"	NA	chr1	-	160224441	160224549	160224441	160224486	160225061	160225119	133	1637,1638,1756	6,10,4	1654,1619,1644	12,14,18	162	99	0.112696051697	0.3748868658492041	0.994,0.99,0.996	0.988,0.986,0.982	0.008
134	"ENSG00000121957"	NA	chr1	+	108918612	108919150	108918742	108919150	108914627	108915188	134	7,6,9	10,9,8	12,14,19	6,7,7	198	99	0.00692035386686	0.03638766710639291	0.259,0.25,0.36	0.5,0.5,0.576	-0.236
136	"ENSG00000143502"	NA	chr1	-	223276649	223276860	223276649	223276754	223289122	223289277	136	99,100,102	4722,4693,4869	226,244,182	2336,2516,2353	198	99	0	0.0	0.01,0.011,0.01	0.046,0.046,0.037	-0.033
137	"ENSG00000134215"	NA	chr1	-	107768440	107768509	107768440	107768503	107770635	107770728	137	164,154,183	0,2,1	188,135,178	1,3,4	105	99	0.655271642768	1.0	1.0,0.986,0.994	0.994,0.977,0.977	0.011
138	"ENSG00000135749"	NA	chr1	-	233134783	233135190	233134783	233135146	233139713	233139855	138	413,443,422	4,2,7	857,827,826	0,0,1	143	99	0.945623338392	1.0	0.986,0.994,0.977	1.0,1.0,0.998	-0.014
139	"ENSG00000189195"	NA	chr1	+	92171398	92171460	92171410	92171460	92168865	92168995	139	2573,2494,2592	1,0,1	5094,5153,4981	1,0,0	111	99	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
140	"ENSG00000260971"	NA	chr1	-	56341660	56341728	56341660	56341684	56375202	56375371	140	252,223,235	426,416,432	247,235,257	441,437,416	143	99	0.814282479785	1.0	0.291,0.271,0.274	0.279,0.271,0.3	-0.005
141	"ENSG00000271736"	NA	chr1	+	157274854	157274922	157274877	157274922	157273759	157273809	141	1,1,0	2,2,2	1,2,2	5,11,6	122	99	0.0632416104952	0.23428142069812727	0.289,0.289,0.0	0.14,0.129,0.213	0.032
142	"ENSG00000143801"	NA	chr1	+	226917526	226918055	226918039	226918055	226910588	226910757	142	83,89,78	7,7,8	97,91,89	10,9,3	198	99	0.835484195512	1.0	0.856,0.864,0.83	0.829,0.835,0.937	-0.017
143	"ENSG00000132694"	NA	chr1	-	156967910	156968124	156967910	156967989	156969281	156969358	143	227,270,259	1,0,0	268,238,258	0,0,0	198	99	1	1.0	0.991,1.0,1.0	1.0,1.0,1.0	-0.003
144	"ENSG00000235096"	NA	chr1	+	246034482	246034634	246034603	246034634	246025896	246026055	144	15,7,6	6,4,5	2,10,15	3,2,6	198	99	0.696073717652	1.0	0.556,0.467,0.375	0.25,0.714,0.556	-0.041
146	"ENSG00000009307"	NA	chr1	-	114741526	114741673	114741526	114741597	114745156	114745245	146	3,2,0	0,0,0	0,3,1	0,0,1	175	99	1	1.0	1.0,1.0,NA	NA,1.0,0.361	0.32
147	"ENSG00000187980"	NA	chr1	-	20184241	20184624	20184241	20184562	20186359	20186518	147	259,259,241	2,0,0	266,253,238	1,6,1	161	99	0.660708130245	1.0	0.988,1.0,1.0	0.994,0.963,0.993	0.013
148	"ENSG00000196482"	NA	chr1	-	216567987	216568098	216567987	216568067	216650972	216651089	148	270,230,267	1,1,0	521,531,515	0,0,1	130	99	1	1.0	0.995,0.994,1.0	1.0,1.0,0.997	-0.003
149	"ENSG00000117614"	NA	chr1	-	25227441	25227532	25227441	25227448	25228117	25228235	149	3,3,3	60,64,66	0,0,2	23,33,28	183	99	0.222550100618	0.6254425241505863	0.026,0.025,0.024	0.0,0.0,0.037	0.013
150	"ENSG00000186094"	NA	chr1	-	48590832	48590985	48590832	48590910	48634207	48634604	150	2,1,3	14,7,13	4,4,6	5,11,2	174	99	0.00610286924263	0.03430233401892034	0.075,0.075,0.116	0.313,0.171,0.631	-0.283
151	"ENSG00000159023"	NA	chr1	+	29082465	29082757	29082688	29082757	29079440	29081664	151	1342,1305,1302	13,7,4	2697,2824,2802	3,2,1	198	99	0.850055721971	1.0	0.981,0.989,0.994	0.998,0.999,0.999	-0.011
152	"ENSG00000283445"	NA	chr1	+	58767832	58767935	58767849	58767935	58766109	58766187	152	0,1,0	2,4,3	1,0,0	4,4,2	116	99	1	1.0	0.0,0.176,0.0	0.176,0.0,0.0	0.0
153	"ENSG00000131584"	NA	chr1	-	1294089	1294199	1294089	1294139	1294401	1294628	153	0,1,0	199,180,176	0,0,0	90,88,92	159	99	1	1.0	0.0,0.003,0.0	0.0,0.0,0.0	0.001
154	"ENSG00000203859"	NA	chr1	+	119417367	119417498	119417419	119417498	119415330	119415561	154	64,46,39	9,2,2	98,112,93	6,1,0	151	99	0.0041855536547	0.027027182442248523	0.823,0.938,0.927	0.915,0.987,1.0	-0.071
155	"ENSG00000143167"	NA	chr1	-	167063581	167063737	167063581	167063719	167068921	167069138	155	1,7,5	8,3,8	6,6,4	1,1,4	117	99	0.0244996318193	0.10793081044718648	0.096,0.664,0.346	0.835,0.835,0.458	-0.341
156	"ENSG00000244682"	NA	chr1	+	161595552	161596243	161595726	161596243	161594834	161594904	156	2181,2205,2154	5,1,3	2138,2154,2266	3,11,6	198	99	1	1.0	0.995,0.999,0.997	0.997,0.99,0.995	0.003
157	"ENSG00000156150"	NA	chr1	-	110059869	110061041	110059869	110059962	110061434	110061563	157	11,9,7	1,0,0	17,30,17	1,0,0	198	99	1	1.0	0.846,1.0,1.0	0.895,1.0,1.0	-0.016
158	"ENSG00000163531"	NA	chr1	+	204975270	204975418	204975273	204975418	204974178	204974823	158	1803,1886,1791	287,270,283	3631,3713,3700	116,128,156	102	99	0	0.0	0.859,0.871,0.86	0.968,0.966,0.958	-0.101
159	"ENSG00000204624"	NA	chr1	+	11517462	11517602	11517511	11517602	11516000	11516161	159	29,31,25	0,0,1	58,49,53	0,0,0	148	99	1	1.0	1.0,1.0,0.944	1.0,1.0,1.0	-0.019
160	"ENSG00000000971"	NA	chr1	+	196737474	196737804	196737668	196737804	196736823	196737006	160	72,68,71	0,0,1	158,186,135	1,0,1	198	99	1	1.0	1.0,1.0,0.973	0.988,1.0,0.985	0.0
161	"ENSG00000158292"	NA	chr1	-	6247352	6250003	6247352	6249042	6250439	6250624	161	2,2,0	0,0,0	1,3,1	0,0,1	198	99	1	1.0	1.0,1.0,NA	1.0,1.0,0.333	0.222
162	"ENSG00000260976"	NA	chr1	+	185007693	185008789	185008168	185008789	185001480	185001627	162	7,1,5	12417,12679,12299	4,2,5	12479,12773,12375	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
163	"ENSG00000143434"	NA	chr1	-	151135162	151135309	151135162	151135224	151135590	151135764	163	159,130,154	4535,4619,4612	158,163,149	4506,4444,4535	184	99	0.476570696043	1.0	0.019,0.015,0.018	0.019,0.019,0.017	-0.001
164	"ENSG00000230898"	NA	chr1	-	166147781	166147959	166147781	166147898	166164789	166165095	164	11,19,17	165,179,200	8,1,6	209,209,178	160	99	9.60377494652e-06	0.00011920706392382856	0.04,0.062,0.05	0.023,0.003,0.02	0.035
165	"ENSG00000118200"	NA	chr1	+	200832107	200832341	200832339	200832341	200828572	200828605	165	6768,6903,6680	51,54,44	13452,13546,13632	23,30,36	198	99	0.00385652475272	0.027027182442248523	0.985,0.985,0.987	0.997,0.996,0.995	-0.01
166	"ENSG00000077522"	NA	chr1	+	236754253	236755198	236754321	236755198	236753811	236754081	166	2,3,4	4,3,2	2,2,1	3,1,0	167	99	0.840290714784	1.0	0.229,0.372,0.542	0.283,0.542,1.0	-0.227
167	"ENSG00000142794"	NA	chr1	+	21451766	21451909	21451834	21451909	21449790	21449888	167	3,1,2	2,2,2	1,4,3	2,1,3	167	99	0.651751381191	1.0	0.471,0.229,0.372	0.229,0.703,0.372	-0.077
168	"ENSG00000226759"	NA	chr1	+	57876730	57876842	57876753	57876842	57876171	57876643	168	37,51,41	0,2,1	25,20,14	2,1,1	122	99	0.105175237311	0.3647566740785744	1.0,0.954,0.971	0.91,0.942,0.919	0.051
169	"ENSG00000155761"	NA	chr1	-	118115309	118115441	118115309	118115353	118150396	118150629	169	0,0,1	13,17,16	2,0,0	9,10,12	187	99	1	1.0	0.0,0.0,0.032	0.105,0.0,0.0	-0.024
170	"ENSG00000290608"	NA	chr1	-	248083521	248084604	248083521	248084599	248087491	248087522	170	40,28,28	1,0,0	32,22,31	0,0,0	104	99	1	1.0	0.974,1.0,1.0	1.0,1.0,1.0	-0.009
171	"ENSG00000142687"	NA	chr1	-	35473131	35474906	35473131	35474763	35476268	35476595	171	95,94,121	19,26,22	118,93,104	27,19,14	198	99	0.542502477172	1.0	0.714,0.644,0.733	0.686,0.71,0.788	-0.031
172	"ENSG00000173614"	NA	chr1	+	9982300	9985501	9985178	9985501	9981255	9981766	172	1,9,1	57,55,51	4,7,8	28,26,20	198	99	0.000918467873073	0.00748551316554495	0.009,0.076,0.01	0.067,0.119,0.167	-0.086
173	"ENSG00000142945"	NA	chr1	+	44761915	44761983	44761944	44761983	44760591	44760702	173	193,195,171	4,3,8	165,190,157	4,7,2	128	99	0.862922456662	1.0	0.974,0.98,0.943	0.97,0.955,0.984	-0.004
174	"ENSG00000287396"	NA	chr1	+	2817500	2817767	2817567	2817767	2814055	2814451	174	29,23,32	1,3,0	11,16,6	0,1,5	166	99	0.135649714291	0.42520968133525006	0.945,0.821,1.0	1.0,0.905,0.417	0.148
176	"ENSG00000131781"	NA	chr1	-	147212392	147212535	147212392	147212513	147213307	147213470	176	0,0,0	379,352,360	0,0,1	182,157,178	121	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.005	-0.002
177	"ENSG00000116729"	NA	chr1	-	68145868	68146012	68145868	68145954	68148135	68148199	177	46,60,40	522,490,537	87,81,97	267,270,266	157	99	0	0.0	0.053,0.072,0.045	0.17,0.159,0.187	-0.115
178	"ENSG00000232309"	NA	chr1	-	182127296	182127927	182127296	182127496	182128294	182128682	178	382,431,381	2,4,6	362,401,372	4,5,1	198	99	0.72348569698	1.0	0.99,0.982,0.969	0.978,0.976,0.995	-0.003
179	"ENSG00000290850"	NA	chr1	+	16750513	16750968	16750596	16750968	16740279	16740397	179	27,8,16	0,0,3	11,10,8	6,1,1	182	99	0.00431548216735	0.027027182442248523	1.0,1.0,0.744	0.499,0.845,0.813	0.196
180	"ENSG00000143624"	NA	chr1	+	153764689	153764734	153764724	153764734	153764117	153764221	180	78,81,90	2,7,2	145,143,158	3,2,7	134	99	0.349471337484	0.914855984054828	0.966,0.895,0.971	0.973,0.981,0.943	-0.022
